what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1241813907551
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1241813907552
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1241813907553
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1241813907595
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1241813907938
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813910520
started,bundle,org.eclipse.ecf.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.filetransfer,1241813919525
started,bundle,org.eclipse.ecf.provider.filetransfer,2.0.0.v20080611-1715,org.eclipse.ecf.provider.filetransfer,1241813919899
started,bundle,org.eclipse.ecf.identity,2.0.0.v20080611-1715,org.eclipse.ecf.identity,1241813919901
started,bundle,org.eclipse.ecf,2.0.0.v20080611-1715,org.eclipse.ecf,1241813920003
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20081029,org.eclipse.equinox.p2.ui.sdk.update,1241813973334
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813973381
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813974948
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813976463
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813977469
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813978941
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241813983965
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.1.R34x_v20081029,org.eclipse.equinox.p2.ui.sdk.update,1241814249753
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814250138
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814250719
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814319832
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814321929
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814380711
started,bundle,org.eclipse.jst.servlet.ui,1.1.203.v200810222000,org.eclipse.jst.servlet.ui,1241814381445
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1241814385420
